JobID,Skills,Experience,Internships,Certificates,Projects,Education
56221,"React, Node.js, MongoDB",Fresher,Internship at Startup,Embedded Cert,Smart Home System,"B.Tech Civil, Bachelor of Engineering in Civil Engineering, Civil Engineering"
56222,"Cloud Computing, AWS, DevOps",2+ years,Internship in Web Company,Oracle Java Cert,"Firewall Project, Pen Testing","B.Tech CSE, Bachelor of Engineering in Computer Science, Computer Science Engineering"
56223,"Cybersecurity, Networking, Linux",1+ years,Internship in IoT Lab,Full Stack Cert,"E-commerce Website, Banking App","B.Tech Electrical, Bachelor of Engineering in Electrical Engineering, Electrical Engineering"
56224,"Cybersecurity, Networking, Linux",Fresher,Internship in Web Company,Full Stack Cert,"E-commerce Website, Banking App","M.Tech Data Science, Master of Technology in Data Science, Data Science Engineering"
56225,"Python, Django, Machine Learning",2+ years,Internship in Design,UI/UX Cert,CI/CD Pipeline,"B.E IT, Bachelor of Engineering in Information Technology, Information Technology Engineering"
56226,"UI/UX, Figma, Adobe XD",3+ years,Internship in Design,Embedded Cert,E-learning Platform,"B.Tech Civil, Bachelor of Engineering in Civil Engineering, Civil Engineering"
56227,"AI, Deep Learning, TensorFlow",Fresher,Internship in Web Company,Full Stack Cert,"Built ATS system, Spam Classifier","B.Tech ECE, Bachelor of Engineering in Electronics and Communication, Electronics and Communication Engineering"
56228,"C, Embedded Systems, IoT",3+ years,Internship at Security Firm,Full Stack Cert,"Built ATS system, Spam Classifier","B.Tech Mechanical, Bachelor of Engineering in Mechanical Engineering, Mechanical Engineering"
56229,"Python, Django, Machine Learning",1+ years,Internship in Analytics,Data Science Cert,Food Delivery App,"M.Tech AI, Master of Technology in Artificial Intelligence, Artificial Intelligence Engineering"
56230,"Java, Spring Boot, MySQL",1+ years,Internship in Design,UI/UX Cert,Image Recognition System,"MBA, Master of Business Administration, Management Studies"
56231,"Python, Django, Machine Learning",3+ years,Internship in Analytics,Google Android Cert,Social Media App,"B.Tech CSE, Bachelor of Engineering in Computer Science, Computer Science Engineering"
56232,"AI, Deep Learning, TensorFlow",2+ years,Internship in Cloud Services,Full Stack Cert,"Chatbot, ATS Score System","B.Tech ECE, Bachelor of Engineering in Electronics and Communication, Electronics and Communication Engineering"
56233,"Java, Spring Boot, MySQL",Fresher,Internship at Startup,AWS Architect Cert,"Chatbot, ATS Score System","B.Tech Civil, Bachelor of Engineering in Civil Engineering, Civil Engineering"
56234,"Android, Kotlin, Firebase",1+ years,Internship in Design,CEH Cert,E-learning Platform,"M.Tech Data Science, Master of Technology in Data Science, Data Science Engineering"
56235,"Android, Kotlin, Firebase",Fresher,Internship in AI Research,Full Stack Cert,CI/CD Pipeline,"B.Tech ECE, Bachelor of Engineering in Electronics and Communication, Electronics and Communication Engineering"
56236,"Android, Kotlin, Firebase",3+ years,Internship at Security Firm,CEH Cert,"Firewall Project, Pen Testing","B.Tech CSE, Bachelor of Engineering in Computer Science, Computer Science Engineering"
56237,"UI/UX, Figma, Adobe XD",2+ years,Internship at Startup,TensorFlow Cert,CI/CD Pipeline,"B.Tech Civil, Bachelor of Engineering in Civil Engineering, Civil Engineering"
56238,"Cybersecurity, Networking, Linux",1+ years,Internship in Web Company,Full Stack Cert,"Chatbot, ATS Score System","M.Tech Data Science, Master of Technology in Data Science, Data Science Engineering"
56239,"AI, Deep Learning, TensorFlow",1+ years,Internship at Startup,Full Stack Cert,Social Media App,"B.Des Design, Bachelor of Design, Design Engineering"
56240,"AI, Deep Learning, TensorFlow",2+ years,Internship in IoT Lab,Data Science Cert,Social Media App,"M.Tech Data Science, Master of Technology in Data Science, Data Science Engineering"
56241,"AI, Deep Learning, TensorFlow",3+ years,Internship in Web Company,Embedded Cert,E-learning Platform,"B.Des Design, Bachelor of Design, Design Engineering"
56242,"Java, Spring Boot, MySQL",3+ years,Internship in Mobile Dev,Data Science Cert,"Firewall Project, Pen Testing","M.Tech Data Science, Master of Technology in Data Science, Data Science Engineering"
56243,"React, Node.js, MongoDB",1+ years,Internship in Design,AWS Architect Cert,"Built ATS system, Spam Classifier","M.Tech AI, Master of Technology in Artificial Intelligence, Artificial Intelligence Engineering"
56244,"Cybersecurity, Networking, Linux",Fresher,Internship in Cloud Services,Google Android Cert,Social Media App,"M.Tech AI, Master of Technology in Artificial Intelligence, Artificial Intelligence Engineering"
56245,"Data Science, Pandas, NLP",3+ years,Internship in Cloud Services,UI/UX Cert,Smart Home System,"MBA, Master of Business Administration, Management Studies"
56246,"Python, Django, Machine Learning",3+ years,Internship in AI Research,AWS Architect Cert,"Chatbot, ATS Score System","M.Tech AI, Master of Technology in Artificial Intelligence, Artificial Intelligence Engineering"
56247,"AI, Deep Learning, TensorFlow",3+ years,Internship in AI Research,UI/UX Cert,E-learning Platform,"MBA, Master of Business Administration, Management Studies"
56248,"Data Science, Pandas, NLP",1+ years,Internship at IT company,TensorFlow Cert,"Built ATS system, Spam Classifier","B.Tech CSE, Bachelor of Engineering in Computer Science, Computer Science Engineering"
56249,"UI/UX, Figma, Adobe XD",2+ years,Internship in Web Company,Google Android Cert,"Firewall Project, Pen Testing","B.Tech Electrical, Bachelor of Engineering in Electrical Engineering, Electrical Engineering"
56250,"AI, Deep Learning, TensorFlow",1+ years,Internship in AI Research,Embedded Cert,"Chatbot, ATS Score System","B.Tech Electrical, Bachelor of Engineering in Electrical Engineering, Electrical Engineering"
56251,"React, Node.js, MongoDB",1+ years,Internship at Startup,Data Science Cert,Social Media App,"B.Des Design, Bachelor of Design, Design Engineering"
56252,"C, Embedded Systems, IoT",Fresher,Internship in Design,Google Android Cert,"Chatbot, ATS Score System","B.Tech Civil, Bachelor of Engineering in Civil Engineering, Civil Engineering"
56253,"C, Embedded Systems, IoT",3+ years,Internship at Startup,Embedded Cert,"Built ATS system, Spam Classifier","M.Tech Data Science, Master of Technology in Data Science, Data Science Engineering"
56254,"C, Embedded Systems, IoT",3+ years,Internship at Startup,Embedded Cert,"Chatbot, ATS Score System","B.Tech Electrical, Bachelor of Engineering in Electrical Engineering, Electrical Engineering"
56255,"Python, Django, Machine Learning",2+ years,Internship at Security Firm,Full Stack Cert,Image Recognition System,"B.Tech Electrical, Bachelor of Engineering in Electrical Engineering, Electrical Engineering"
56256,"UI/UX, Figma, Adobe XD",3+ years,Internship at Startup,TensorFlow Cert,Smart Home System,"B.Tech CSE, Bachelor of Engineering in Computer Science, Computer Science Engineering"
56257,"Python, Django, Machine Learning",3+ years,Internship at Security Firm,Embedded Cert,Smart Home System,"B.Tech ECE, Bachelor of Engineering in Electronics and Communication, Electronics and Communication Engineering"
56258,"AI, Deep Learning, TensorFlow",3+ years,Internship in Design,Full Stack Cert,"Chatbot, ATS Score System","B.Tech Civil, Bachelor of Engineering in Civil Engineering, Civil Engineering"
56259,"Data Science, Pandas, NLP",3+ years,Internship in Analytics,Google Android Cert,"E-commerce Website, Banking App","B.Tech ECE, Bachelor of Engineering in Electronics and Communication, Electronics and Communication Engineering"
56260,"Android, Kotlin, Firebase",3+ years,Internship at Security Firm,TensorFlow Cert,Food Delivery App,"M.Tech Data Science, Master of Technology in Data Science, Data Science Engineering"
56261,"C, Embedded Systems, IoT",2+ years,Internship in Web Company,CEH Cert,E-learning Platform,"B.Tech ECE, Bachelor of Engineering in Electronics and Communication, Electronics and Communication Engineering"
56262,"Cybersecurity, Networking, Linux",3+ years,Internship in Design,"AWS Certified, Python Certified",Food Delivery App,"B.Des Design, Bachelor of Design, Design Engineering"
56263,"C, Embedded Systems, IoT",2+ years,Internship in Design,CEH Cert,E-learning Platform,"B.Tech ECE, Bachelor of Engineering in Electronics and Communication, Electronics and Communication Engineering"
56264,"Android, Kotlin, Firebase",2+ years,Internship at IT company,UI/UX Cert,Image Recognition System,"B.Tech ECE, Bachelor of Engineering in Electronics and Communication, Electronics and Communication Engineering"
56265,"Data Science, Pandas, NLP",3+ years,Internship in AI Research,Full Stack Cert,Social Media App,"MBA, Master of Business Administration, Management Studies"
56266,"AI, Deep Learning, TensorFlow",1+ years,Internship in IoT Lab,Google Android Cert,"Built ATS system, Spam Classifier","B.Tech ECE, Bachelor of Engineering in Electronics and Communication, Electronics and Communication Engineering"
56267,"Cloud Computing, AWS, DevOps",3+ years,Internship in Design,UI/UX Cert,Smart Home System,"B.Tech Mechanical, Bachelor of Engineering in Mechanical Engineering, Mechanical Engineering"
56268,"Data Science, Pandas, NLP",Fresher,Internship in IoT Lab,AWS Architect Cert,"Firewall Project, Pen Testing","B.Des Design, Bachelor of Design, Design Engineering"
56269,"Java, Spring Boot, MySQL",1+ years,Internship in Mobile Dev,Google Android Cert,"Firewall Project, Pen Testing","B.Tech Civil, Bachelor of Engineering in Civil Engineering, Civil Engineering"
56270,"C, Embedded Systems, IoT",2+ years,Internship in Mobile Dev,UI/UX Cert,CI/CD Pipeline,"B.E IT, Bachelor of Engineering in Information Technology, Information Technology Engineering"
56271,"UI/UX, Figma, Adobe XD",Fresher,Internship in Analytics,UI/UX Cert,Image Recognition System,"M.Tech AI, Master of Technology in Artificial Intelligence, Artificial Intelligence Engineering"
56272,"Data Science, Pandas, NLP",Fresher,Internship in Analytics,Google Android Cert,"E-commerce Website, Banking App","M.Tech AI, Master of Technology in Artificial Intelligence, Artificial Intelligence Engineering"
56273,"Cybersecurity, Networking, Linux",Fresher,Internship in Design,UI/UX Cert,Social Media App,"MBA, Master of Business Administration, Management Studies"
56274,"C, Embedded Systems, IoT",2+ years,Internship in Mobile Dev,"AWS Certified, Python Certified",Food Delivery App,"M.Tech Data Science, Master of Technology in Data Science, Data Science Engineering"
56275,"Cybersecurity, Networking, Linux",3+ years,Internship in Analytics,Embedded Cert,Smart Home System,"M.Tech AI, Master of Technology in Artificial Intelligence, Artificial Intelligence Engineering"
56276,"Android, Kotlin, Firebase",1+ years,Internship in IoT Lab,TensorFlow Cert,Food Delivery App,"M.Tech Data Science, Master of Technology in Data Science, Data Science Engineering"
56277,"Cybersecurity, Networking, Linux",1+ years,Internship in Mobile Dev,Full Stack Cert,Food Delivery App,"B.Tech Electrical, Bachelor of Engineering in Electrical Engineering, Electrical Engineering"
56278,"C, Embedded Systems, IoT",Fresher,Internship in IoT Lab,Oracle Java Cert,"E-commerce Website, Banking App","B.Tech Electrical, Bachelor of Engineering in Electrical Engineering, Electrical Engineering"
56279,"C, Embedded Systems, IoT",Fresher,Internship at Startup,"AWS Certified, Python Certified",Smart Home System,"B.Des Design, Bachelor of Design, Design Engineering"
56280,"C, Embedded Systems, IoT",Fresher,Internship in Cloud Services,Full Stack Cert,"E-commerce Website, Banking App","M.Tech Data Science, Master of Technology in Data Science, Data Science Engineering"
56281,"Data Science, Pandas, NLP",1+ years,Internship in Design,Oracle Java Cert,Image Recognition System,"B.E IT, Bachelor of Engineering in Information Technology, Information Technology Engineering"
56282,"C, Embedded Systems, IoT",2+ years,Internship in Cloud Services,TensorFlow Cert,Social Media App,"B.Tech Civil, Bachelor of Engineering in Civil Engineering, Civil Engineering"
56283,"Data Science, Pandas, NLP",3+ years,Internship in IoT Lab,"AWS Certified, Python Certified","Firewall Project, Pen Testing","B.Des Design, Bachelor of Design, Design Engineering"
56284,"Android, Kotlin, Firebase",1+ years,Internship in AI Research,Full Stack Cert,Social Media App,"B.Tech Civil, Bachelor of Engineering in Civil Engineering, Civil Engineering"
56285,"UI/UX, Figma, Adobe XD",1+ years,Internship at Security Firm,Google Android Cert,"E-commerce Website, Banking App","B.Tech CSE, Bachelor of Engineering in Computer Science, Computer Science Engineering"
56286,"C, Embedded Systems, IoT",2+ years,Internship at IT company,Google Android Cert,Image Recognition System,"B.Tech CSE, Bachelor of Engineering in Computer Science, Computer Science Engineering"
56287,"Data Science, Pandas, NLP",1+ years,Internship at IT company,Data Science Cert,Image Recognition System,"B.E IT, Bachelor of Engineering in Information Technology, Information Technology Engineering"
56288,"Cloud Computing, AWS, DevOps",1+ years,Internship at Security Firm,Data Science Cert,"Firewall Project, Pen Testing","B.Tech CSE, Bachelor of Engineering in Computer Science, Computer Science Engineering"
56289,"React, Node.js, MongoDB",3+ years,Internship in Cloud Services,Full Stack Cert,E-learning Platform,"B.Tech Civil, Bachelor of Engineering in Civil Engineering, Civil Engineering"
56290,"Cybersecurity, Networking, Linux",1+ years,Internship in Cloud Services,Full Stack Cert,CI/CD Pipeline,"B.E IT, Bachelor of Engineering in Information Technology, Information Technology Engineering"
56291,"AI, Deep Learning, TensorFlow",3+ years,Internship at Security Firm,AWS Architect Cert,Social Media App,"B.Tech CSE, Bachelor of Engineering in Computer Science, Computer Science Engineering"
56292,"Cybersecurity, Networking, Linux",1+ years,Internship in AI Research,Embedded Cert,CI/CD Pipeline,"B.Tech Electrical, Bachelor of Engineering in Electrical Engineering, Electrical Engineering"
